Customer_ID,Age,Country,Subscription_Plan,Monthly_Fee,Tenure_Months,Payment_Method,Login_Frequency,Support_Tickets,Feature_Usage_Score,Contract_Type,Churn_Status
CUST_0325,30,Australia,Basic,812,6,Debit Card,9,2,52.64,Annual,Active
CUST_0326,25,UK,Enterprise,6926,20,Credit Card,8,2,98.79,Monthly,Active
CUST_0327,50,India,Basic,1290,32,UPI,10,3,35.32,Monthly,Active
CUST_0328,23,USA,Pro,2177,18,PayPal,11,1,50.03,Annual,Active
CUST_0329,26,Australia,Basic,1397,34,PayPal,8,2,54.13,Monthly,Active
CUST_0330,22,UK,Enterprise,7675,18,PayPal,4,5,88.43,Monthly,Active
CUST_0331,33,UK,Enterprise,9311,2,PayPal,8,3,91.07,Monthly,Active
CUST_0332,23,Australia,Pro,2055,45,PayPal,10,3,66.94,Monthly,Active
CUST_0333,48,UK,Pro,2900,41,Credit Card,3,5,50.49,Annual,Churned
CUST_0334,58,Canada,Basic,1236,5,PayPal,9,4,41.46,Monthly,Active
CUST_0335,29,Germany,Basic,1050,32,Debit Card,4,4,58.52,Monthly,Churned
CUST_0336,27,Australia,Enterprise,9424,4,Credit Card,6,5,81.55,Monthly,Active
CUST_0337,56,Canada,Basic,965,46,PayPal,12,1,39.61,Monthly,Churned
CUST_0338,24,Canada,Basic,515,12,Credit Card,8,2,42.07,Monthly,Active
CUST_0339,54,UK,Basic,725,45,Debit Card,8,1,43.34,Monthly,Active
CUST_0340,44,USA,Basic,787,46,Debit Card,7,0,21.39,Annual,Active
CUST_0341,56,UK,Pro,2098,15,Debit Card,5,0,54.03,Monthly,Active
CUST_0342,40,Canada,Pro,2342,2,PayPal,10,0,66.5,Monthly,Churned
CUST_0343,38,Germany,Pro,2538,22,Debit Card,5,1,54.76,Monthly,Active
CUST_0344,35,UK,Basic,742,17,PayPal,8,0,31.17,Annual,Churned
CUST_0345,34,Australia,Basic,825,6,PayPal,5,1,31.89,Annual,Churned
CUST_0346,60,Australia,Basic,879,21,UPI,7,1,20.05,Monthly,Active
CUST_0347,22,Australia,Basic,853,39,Credit Card,6,0,26.14,Monthly,Active
CUST_0348,59,Germany,Pro,3956,28,Credit Card,4,2,70.25,Annual,Active
CUST_0349,51,USA,Pro,3605,18,UPI,2,0,67.51,Monthly,Active
CUST_0350,32,Germany,Basic,1115,4,Credit Card,10,1,24.62,Monthly,Active
CUST_0351,47,UK,Pro,2872,34,Credit Card,11,0,69.23,Monthly,Churned
CUST_0352,26,Germany,Basic,918,15,Debit Card,9,2,58.58,Monthly,Active
CUST_0353,49,UK,Pro,3418,47,UPI,7,3,62.66,Monthly,Active
CUST_0354,26,India,Enterprise,6242,10,UPI,5,1,90.48,Monthly,Active
CUST_0355,47,Australia,Pro,2938,23,Debit Card,6,1,72.24,Monthly,Active
CUST_0356,43,USA,Pro,3780,13,UPI,7,1,82.19,Annual,Active
CUST_0357,26,UK,Basic,1235,27,PayPal,6,6,56.49,Annual,Active
CUST_0358,25,UK,Basic,1102,17,Debit Card,10,2,45.35,Monthly,Active
CUST_0359,43,India,Basic,943,17,PayPal,9,1,54.26,Annual,Active
CUST_0360,42,India,Basic,1357,31,PayPal,9,0,27.23,Annual,Churned
CUST_0361,56,UK,Basic,661,40,PayPal,5,2,58.75,Annual,Active
CUST_0362,37,Australia,Basic,543,30,Credit Card,7,6,47.64,Monthly,Active
CUST_0363,38,India,Pro,1822,19,PayPal,7,2,66.89,Monthly,Active
CUST_0364,42,UK,Basic,733,30,UPI,8,3,51.22,Monthly,Active
CUST_0365,30,UK,Pro,2882,11,Credit Card,12,1,84.33,Annual,Active
CUST_0366,60,Germany,Enterprise,4358,4,Credit Card,8,2,91.44,Monthly,Churned
CUST_0367,35,Germany,Basic,1298,46,Credit Card,7,3,34.65,Monthly,Churned
CUST_0368,31,UK,Basic,1348,16,Credit Card,11,1,23.12,Monthly,Churned
CUST_0369,20,Australia,Basic,818,35,UPI,9,0,39.32,Monthly,Active
CUST_0370,41,Germany,Pro,1522,45,Debit Card,7,5,53.04,Monthly,Churned
CUST_0371,56,India,Basic,791,33,PayPal,8,2,25.54,Monthly,Churned
CUST_0372,45,Germany,Enterprise,9176,7,PayPal,7,3,95.77,Monthly,Active
CUST_0373,38,UK,Pro,3943,18,PayPal,10,3,76.06,Monthly,Active
CUST_0374,56,USA,Basic,784,10,PayPal,13,4,41.74,Annual,Churned
CUST_0375,58,USA,Basic,645,43,PayPal,3,5,52.95,Monthly,Active
CUST_0376,25,Australia,Basic,1172,47,Debit Card,7,2,54.31,Monthly,Active
CUST_0377,56,Canada,Basic,1332,9,Credit Card,6,0,55.29,Monthly,Active
CUST_0378,51,UK,Enterprise,6107,33,PayPal,9,2,71.9,Monthly,Churned
CUST_0379,59,UK,Basic,1138,42,PayPal,10,1,59.57,Monthly,Active
CUST_0380,32,Australia,Basic,1234,45,Credit Card,3,1,59.93,Monthly,Active
CUST_0381,64,India,Enterprise,4916,5,Credit Card,5,7,86.95,Monthly,Churned
CUST_0382,49,USA,Basic,1215,8,Credit Card,8,3,58.49,Monthly,Active
CUST_0383,48,India,Basic,567,6,Debit Card,5,2,40.3,Annual,Active
CUST_0384,43,Germany,Basic,844,26,Debit Card,6,2,58.31,Monthly,Churned
CUST_0385,19,USA,Basic,1449,28,Credit Card,1,0,50.75,Monthly,Active
CUST_0386,64,Australia,Enterprise,7621,17,PayPal,9,1,73.19,Monthly,Churned
CUST_0387,45,India,Pro,1502,22,Debit Card,9,3,59.19,Annual,Churned
CUST_0388,38,Canada,Enterprise,8300,4,UPI,8,2,89.69,Monthly,Active
CUST_0389,50,Germany,Pro,2891,32,Credit Card,9,3,51.64,Monthly,Active
CUST_0390,50,India,Enterprise,7403,28,Credit Card,7,2,89.26,Annual,Active
CUST_0391,41,USA,Basic,565,33,UPI,7,2,40.35,Monthly,Active
CUST_0392,35,UK,Basic,837,39,PayPal,7,0,56.46,Monthly,Churned
CUST_0393,20,Australia,Basic,540,2,UPI,4,3,31.19,Annual,Active
CUST_0394,62,UK,Basic,799,33,UPI,1,2,59.37,Monthly,Active
CUST_0395,35,Australia,Enterprise,8324,25,Credit Card,7,1,95.89,Annual,Active
CUST_0396,52,Canada,Basic,1020,16,Debit Card,10,1,39.62,Monthly,Active
CUST_0397,45,Australia,Basic,1409,42,PayPal,5,1,22.98,Monthly,Churned
CUST_0398,36,Germany,Basic,1099,22,Credit Card,5,3,40.97,Monthly,Active
CUST_0399,57,UK,Basic,1473,10,Credit Card,8,1,58.36,Annual,Active
CUST_0400,64,India,Basic,1373,23,Credit Card,7,2,48.04,Monthly,Active
CUST_0401,56,UK,Pro,3633,45,Debit Card,10,3,75.85,Annual,Active
CUST_0402,32,UK,Pro,1606,6,PayPal,10,1,61.15,Annual,Active
CUST_0403,44,USA,Basic,779,28,Debit Card,9,1,39.04,Monthly,Active
CUST_0404,44,Germany,Basic,1193,39,Credit Card,8,2,50.3,Monthly,Active
CUST_0405,56,India,Basic,522,40,Debit Card,5,3,30.69,Annual,Active
CUST_0406,46,UK,Enterprise,9744,18,PayPal,7,1,98.42,Annual,Active
CUST_0407,24,Canada,Pro,3190,30,PayPal,10,0,78.89,Annual,Active
CUST_0408,28,India,Basic,884,13,PayPal,5,1,46.8,Monthly,Churned
CUST_0409,59,USA,Basic,997,21,Credit Card,5,1,46.39,Monthly,Active
CUST_0410,25,UK,Enterprise,8151,5,PayPal,12,1,95.27,Monthly,Active
CUST_0411,21,Australia,Basic,792,15,Credit Card,6,2,58.67,Annual,Active
CUST_0412,32,India,Basic,1038,31,PayPal,8,2,49.71,Annual,Active
CUST_0413,34,India,Pro,3396,43,UPI,6,1,71.68,Annual,Active
CUST_0414,45,Germany,Basic,1367,2,Credit Card,9,0,35.6,Monthly,Active
CUST_0415,30,USA,Pro,2404,40,Credit Card,9,1,73.94,Monthly,Active
CUST_0416,33,Canada,Basic,622,43,Credit Card,6,2,20.74,Monthly,Active
CUST_0417,62,UK,Basic,1032,18,Debit Card,6,1,32.19,Monthly,Active
CUST_0418,61,Australia,Basic,1186,23,Debit Card,4,2,55.51,Monthly,Churned
CUST_0419,43,India,Basic,1281,33,Credit Card,8,4,50.14,Monthly,Churned
CUST_0420,39,USA,Basic,1452,44,PayPal,9,2,21.6,Monthly,Active
CUST_0421,20,USA,Basic,1063,28,Credit Card,11,1,25.53,Monthly,Active
CUST_0422,25,Germany,Basic,631,33,UPI,8,4,53.32,Monthly,Active
CUST_0423,26,India,Basic,614,42,UPI,9,1,48.85,Annual,Active
CUST_0424,56,India,Basic,571,9,Debit Card,11,3,36.19,Annual,Active
CUST_0425,21,UK,Pro,3515,35,Debit Card,8,3,75.74,Monthly,Churned
CUST_0426,45,UK,Pro,1596,21,Debit Card,10,5,73.51,Annual,Active
CUST_0427,36,USA,Basic,1384,47,Debit Card,7,2,32.5,Monthly,Churned
CUST_0428,34,India,Enterprise,9978,8,PayPal,7,0,83.14,Monthly,Churned
CUST_0429,51,India,Enterprise,5677,39,Debit Card,3,2,96.48,Monthly,Churned
CUST_0430,34,Australia,Pro,3471,22,Debit Card,10,2,70.71,Annual,Active
CUST_0431,54,USA,Basic,576,47,Credit Card,9,2,26.98,Annual,Active
CUST_0432,55,UK,Pro,2936,31,PayPal,12,0,52.53,Monthly,Active
CUST_0433,36,Canada,Basic,508,14,PayPal,6,1,21.34,Monthly,Churned
CUST_0434,49,USA,Pro,2488,38,PayPal,6,1,82.49,Annual,Active
CUST_0435,36,Canada,Pro,3305,44,UPI,8,1,55.69,Monthly,Active
CUST_0436,50,USA,Pro,3721,18,Debit Card,8,1,59.17,Annual,Active
CUST_0437,46,UK,Enterprise,4796,35,UPI,6,1,79.73,Annual,Active
CUST_0438,36,Canada,Enterprise,5420,1,Credit Card,9,2,70.73,Annual,Active
CUST_0439,22,USA,Basic,1359,18,Debit Card,3,0,29.9,Monthly,Churned
CUST_0440,54,Germany,Pro,2397,43,UPI,10,1,82.92,Monthly,Active
CUST_0441,64,India,Basic,1240,17,Debit Card,9,1,56.23,Annual,Active
CUST_0442,57,Australia,Pro,2205,13,UPI,6,1,69.98,Monthly,Active
CUST_0443,26,USA,Basic,763,7,PayPal,8,3,51.06,Annual,Active
CUST_0444,60,USA,Enterprise,8975,41,Credit Card,9,3,87.14,Monthly,Churned
CUST_0445,40,Canada,Basic,963,38,UPI,11,1,55.23,Annual,Churned
CUST_0446,64,UK,Basic,967,5,Credit Card,5,2,52.87,Monthly,Active
CUST_0447,58,UK,Basic,996,45,PayPal,7,4,56.18,Monthly,Active
CUST_0448,46,Germany,Basic,922,29,PayPal,5,0,38.74,Monthly,Churned
CUST_0449,60,India,Enterprise,4560,41,PayPal,10,2,97.65,Monthly,Churned
CUST_0450,58,UK,Enterprise,7970,4,UPI,8,1,76.29,Annual,Churned
CUST_0451,31,UK,Basic,1152,44,Credit Card,13,3,35.95,Monthly,Churned
CUST_0452,38,India,Basic,581,38,PayPal,7,1,30.76,Annual,Churned
CUST_0453,36,Canada,Basic,531,13,Credit Card,8,2,56.47,Monthly,Active
CUST_0454,37,India,Pro,2877,33,PayPal,9,1,54.55,Annual,Active
CUST_0455,50,India,Basic,825,4,PayPal,7,1,22.08,Monthly,Active
CUST_0456,29,Australia,Basic,1083,28,PayPal,11,1,58.18,Monthly,Churned
CUST_0457,38,UK,Basic,604,32,PayPal,5,3,21.15,Monthly,Active
CUST_0458,46,Germany,Pro,3685,42,Debit Card,5,2,80.64,Annual,Churned
CUST_0459,49,Germany,Pro,3365,6,PayPal,8,2,80.45,Annual,Active
CUST_0460,57,Canada,Basic,1130,6,PayPal,6,1,45.52,Annual,Active
CUST_0461,34,Australia,Enterprise,6939,6,Debit Card,8,1,80.94,Annual,Active
CUST_0462,54,USA,Pro,3500,25,PayPal,4,2,54.45,Monthly,Churned
CUST_0463,29,India,Pro,2840,34,PayPal,7,1,80.49,Annual,Active
CUST_0464,49,Australia,Pro,3606,4,Credit Card,1,3,81.82,Annual,Churned
CUST_0465,54,USA,Pro,2302,28,PayPal,8,0,77.92,Monthly,Active
CUST_0466,48,Australia,Pro,3994,12,UPI,6,3,70.88,Monthly,Churned
CUST_0467,62,UK,Basic,1146,39,PayPal,10,4,54.94,Monthly,Active
CUST_0468,39,USA,Basic,1471,22,Credit Card,6,2,43.45,Annual,Active
CUST_0469,61,Canada,Basic,1319,24,Credit Card,7,4,25.24,Monthly,Active
CUST_0470,28,India,Basic,840,43,PayPal,3,1,51.4,Annual,Active
CUST_0471,51,Canada,Pro,2921,9,PayPal,10,5,83.68,Monthly,Active
CUST_0472,48,Germany,Basic,1218,30,Debit Card,7,4,41.53,Monthly,Active
CUST_0473,62,Germany,Basic,518,9,Debit Card,7,4,49.85,Monthly,Churned
CUST_0474,18,UK,Basic,799,23,Credit Card,12,1,34.01,Annual,Churned
CUST_0475,28,UK,Basic,908,24,Debit Card,7,2,54.5,Monthly,Active
CUST_0476,31,UK,Basic,581,24,Credit Card,14,3,46.94,Monthly,Churned
CUST_0477,37,USA,Basic,731,30,Debit Card,4,4,48.85,Monthly,Active
CUST_0478,31,USA,Enterprise,7235,40,Credit Card,7,5,94.31,Annual,Churned
CUST_0479,39,USA,Enterprise,5360,11,UPI,11,1,75.57,Monthly,Active
CUST_0480,48,UK,Pro,2548,35,Debit Card,12,3,81.83,Monthly,Active
CUST_0481,62,Germany,Basic,1060,14,PayPal,11,2,36.53,Annual,Active
CUST_0482,47,UK,Basic,1013,21,PayPal,6,0,31.23,Monthly,Active
CUST_0483,40,India,Pro,3360,3,Credit Card,7,3,68.83,Annual,Churned
CUST_0484,61,Germany,Basic,1417,41,Credit Card,10,1,47.5,Annual,Active
CUST_0485,20,USA,Pro,3095,29,UPI,13,2,71.16,Monthly,Active
CUST_0486,54,India,Enterprise,9120,12,PayPal,12,3,91.56,Monthly,Active
CUST_0487,35,Australia,Pro,3063,47,UPI,4,2,57.74,Monthly,Active
CUST_0488,28,Germany,Enterprise,8496,28,UPI,7,1,80.11,Monthly,Churned
CUST_0489,25,USA,Basic,1238,41,UPI,7,3,38.38,Monthly,Active
CUST_0490,25,USA,Basic,543,37,Credit Card,14,2,47.66,Monthly,Churned
CUST_0491,30,Germany,Pro,2487,46,Credit Card,5,0,55.61,Monthly,Active
CUST_0492,54,India,Basic,1476,27,PayPal,8,2,26.94,Monthly,Churned
CUST_0493,26,USA,Basic,712,22,PayPal,9,3,53.86,Annual,Churned
CUST_0494,49,Canada,Basic,1027,38,Debit Card,6,2,22.31,Monthly,Active
CUST_0495,25,India,Pro,2513,41,Debit Card,5,3,57.66,Monthly,Churned
CUST_0496,46,Australia,Pro,3617,40,Credit Card,7,1,54.45,Annual,Active
CUST_0497,30,Canada,Pro,3449,41,Debit Card,9,2,77.42,Annual,Active
CUST_0498,63,Germany,Enterprise,9650,46,UPI,8,3,88.24,Annual,Churned
CUST_0499,28,UK,Pro,2214,42,Debit Card,8,0,53.32,Monthly,Active
CUST_0500,21,India,Basic,974,32,UPI,7,1,59.22,Monthly,Active
CUST_0501,31,USA,Pro,2147,38,UPI,11,0,53.91,Annual,Active
CUST_0502,55,India,Pro,2261,6,UPI,6,1,70.78,Monthly,Active
CUST_0503,50,UK,Basic,962,35,Debit Card,9,3,58.58,Monthly,Churned
CUST_0504,59,USA,Enterprise,4763,9,PayPal,12,3,75.76,Monthly,Active
CUST_0505,33,India,Basic,1298,31,PayPal,9,2,20.46,Annual,Active
CUST_0506,32,Australia,Basic,868,34,PayPal,10,3,37.44,Annual,Active
CUST_0507,45,Germany,Basic,1095,27,Credit Card,10,0,24.05,Annual,Active
CUST_0508,27,Australia,Enterprise,6311,18,Debit Card,7,1,82.89,Monthly,Active
CUST_0509,34,Canada,Basic,1363,46,UPI,9,0,29.13,Annual,Active
CUST_0510,54,UK,Basic,870,7,Credit Card,13,1,34.8,Monthly,Active
CUST_0511,57,USA,Pro,3508,23,Debit Card,6,4,65.79,Annual,Active
CUST_0512,64,India,Basic,820,24,PayPal,17,3,44.96,Monthly,Active
CUST_0513,27,India,Basic,1080,21,Debit Card,9,1,21.25,Annual,Active
CUST_0514,54,Canada,Pro,3949,14,UPI,9,0,82.67,Monthly,Churned
CUST_0515,43,Germany,Pro,3979,3,Credit Card,7,3,69.71,Annual,Active
CUST_0516,23,Canada,Basic,1151,3,UPI,10,1,41.51,Annual,Churned
CUST_0517,49,Australia,Pro,2035,6,Debit Card,8,3,65.8,Monthly,Active
CUST_0518,20,Australia,Pro,2947,11,UPI,3,2,50.66,Monthly,Churned
CUST_0519,63,Germany,Basic,1025,40,Credit Card,11,1,32.31,Annual,Active
CUST_0520,22,USA,Enterprise,5529,26,UPI,14,3,78.68,Annual,Active
CUST_0521,35,Australia,Pro,2987,5,PayPal,10,1,83.2,Monthly,Churned
CUST_0522,55,Germany,Pro,2309,43,UPI,11,4,69.43,Annual,Active
CUST_0523,22,Germany,Pro,2967,2,PayPal,11,1,84.16,Annual,Churned
CUST_0524,26,Germany,Pro,2375,42,UPI,11,0,56.29,Annual,Churned
CUST_0525,43,Germany,Pro,2633,45,Credit Card,4,3,82.29,Monthly,Active
CUST_0526,54,Canada,Pro,2196,22,PayPal,8,1,75.44,Monthly,Churned
CUST_0527,53,Germany,Basic,729,20,Credit Card,6,4,23.47,Annual,Active
CUST_0528,38,Canada,Pro,3349,5,PayPal,8,1,52.08,Monthly,Churned
CUST_0529,40,Germany,Enterprise,6060,41,Debit Card,8,4,71.34,Annual,Active
CUST_0530,21,Germany,Basic,631,30,UPI,13,0,30.35,Monthly,Active
CUST_0531,30,India,Pro,1937,17,UPI,4,1,71.83,Annual,Active
CUST_0532,56,UK,Basic,1118,21,UPI,7,0,58.24,Monthly,Churned
CUST_0533,60,Germany,Pro,2266,17,PayPal,10,2,60.67,Annual,Active
CUST_0534,40,Canada,Enterprise,9299,35,PayPal,5,0,80.89,Monthly,Churned
CUST_0535,45,Germany,Basic,1221,5,PayPal,4,5,21.76,Monthly,Active
CUST_0536,38,India,Enterprise,5543,12,Credit Card,9,0,87.47,Monthly,Churned
CUST_0537,35,Australia,Basic,785,21,Credit Card,3,1,22.03,Monthly,Churned
CUST_0538,41,Canada,Pro,1573,6,UPI,8,1,65.61,Monthly,Active
CUST_0539,22,UK,Pro,3423,39,UPI,12,2,67.27,Monthly,Active
CUST_0540,39,Germany,Basic,823,19,Credit Card,12,1,35.42,Monthly,Active
CUST_0541,46,Canada,Pro,3600,33,Credit Card,7,2,68.62,Monthly,Churned
CUST_0542,39,USA,Basic,925,27,Credit Card,10,2,21.9,Monthly,Active
CUST_0543,30,UK,Enterprise,8057,14,PayPal,3,3,78.57,Annual,Active
CUST_0544,60,India,Basic,994,11,UPI,10,1,51.23,Annual,Churned
CUST_0545,42,Germany,Pro,2248,5,PayPal,6,2,66.18,Annual,Active
CUST_0546,33,USA,Pro,3008,3,Credit Card,2,3,71.77,Annual,Churned
CUST_0547,30,UK,Enterprise,8427,4,Credit Card,6,2,80.36,Annual,Active
CUST_0548,32,USA,Enterprise,7338,32,UPI,11,2,94.61,Annual,Active
CUST_0549,45,USA,Basic,604,27,Debit Card,1,0,23.57,Annual,Active
CUST_0550,49,USA,Basic,1041,1,UPI,9,2,48.48,Monthly,Active
CUST_0551,35,Canada,Basic,1038,37,Debit Card,11,3,31.74,Annual,Churned
CUST_0552,59,Germany,Enterprise,4611,1,PayPal,10,1,70.45,Monthly,Active
CUST_0553,43,UK,Basic,570,15,PayPal,9,0,53.54,Monthly,Churned
CUST_0554,30,UK,Basic,606,18,UPI,12,2,31.44,Monthly,Active
CUST_0555,29,Canada,Basic,1285,18,PayPal,6,1,52.07,Monthly,Active
CUST_0556,55,India,Enterprise,8664,16,Credit Card,5,1,70.01,Annual,Active
CUST_0557,32,Germany,Basic,1171,40,Credit Card,15,2,41.73,Monthly,Active
CUST_0558,30,India,Basic,834,4,Credit Card,8,3,37.1,Monthly,Active
CUST_0559,23,USA,Enterprise,4791,28,PayPal,12,1,84.75,Monthly,Active
CUST_0560,56,USA,Enterprise,5711,47,Credit Card,7,4,76.6,Monthly,Churned
CUST_0561,54,USA,Enterprise,7994,31,PayPal,8,3,84.3,Annual,Active
CUST_0562,44,UK,Basic,507,34,UPI,5,5,43.66,Monthly,Active
CUST_0563,62,Canada,Basic,688,1,Credit Card,5,5,59.73,Monthly,Churned
CUST_0564,62,Australia,Basic,809,17,UPI,12,0,41.07,Monthly,Churned
CUST_0565,56,UK,Basic,1294,47,Credit Card,10,1,43.13,Monthly,Active
CUST_0566,63,India,Enterprise,9310,17,UPI,8,3,87.67,Monthly,Churned
CUST_0567,32,UK,Basic,577,18,UPI,7,1,30.1,Annual,Churned
CUST_0568,58,India,Pro,2221,41,Credit Card,7,3,58.13,Monthly,Active
CUST_0569,44,Germany,Enterprise,5331,18,Debit Card,8,3,81.74,Monthly,Churned
CUST_0570,32,USA,Basic,1075,25,Credit Card,5,4,54.95,Monthly,Active
CUST_0571,24,USA,Enterprise,6094,31,Credit Card,5,4,96.24,Annual,Active
CUST_0572,57,UK,Basic,861,41,UPI,15,3,37.1,Monthly,Active
CUST_0573,62,India,Basic,775,37,Debit Card,7,1,40.5,Monthly,Churned
CUST_0574,36,Australia,Basic,658,10,PayPal,5,2,25.19,Monthly,Active
CUST_0575,28,Australia,Basic,1092,7,UPI,9,3,47.26,Monthly,Churned
CUST_0576,38,India,Basic,847,15,PayPal,11,3,43.4,Monthly,Churned
CUST_0577,32,Canada,Enterprise,4791,30,Credit Card,10,3,78.38,Annual,Churned
CUST_0578,31,USA,Enterprise,5381,39,PayPal,7,0,75.99,Monthly,Active
CUST_0579,31,USA,Basic,1095,30,Credit Card,9,2,31.47,Annual,Active
CUST_0580,20,Australia,Pro,2385,38,Credit Card,7,1,63.19,Annual,Churned
CUST_0581,50,Germany,Pro,3818,43,Debit Card,11,6,54.59,Monthly,Active
CUST_0582,58,Germany,Basic,1499,32,Debit Card,9,3,40.11,Monthly,Churned
CUST_0583,62,Canada,Pro,2546,27,PayPal,9,5,64.64,Annual,Active
CUST_0584,43,Australia,Basic,1434,38,UPI,7,0,52.91,Annual,Active
CUST_0585,56,Germany,Enterprise,5757,46,Debit Card,5,3,78.69,Monthly,Active
CUST_0586,24,UK,Basic,1473,47,Credit Card,12,1,42.88,Annual,Active
CUST_0587,30,UK,Basic,797,20,Debit Card,9,1,21.02,Annual,Active
CUST_0588,63,Australia,Pro,3731,25,Credit Card,13,2,58.86,Annual,Churned
CUST_0589,38,UK,Pro,2883,29,Debit Card,6,4,83.36,Annual,Active
CUST_0590,36,Germany,Basic,1010,19,PayPal,10,1,41.74,Annual,Active
CUST_0591,32,Canada,Basic,1289,2,Credit Card,8,1,43.61,Annual,Churned
CUST_0592,62,Australia,Basic,1311,38,Credit Card,7,1,23.0,Annual,Churned
CUST_0593,25,USA,Basic,997,1,Credit Card,11,3,57.95,Monthly,Churned
CUST_0594,56,India,Basic,971,15,Credit Card,8,6,56.11,Monthly,Active
CUST_0595,33,Australia,Pro,3377,41,UPI,10,3,52.6,Annual,Active
CUST_0596,30,Australia,Basic,1082,9,PayPal,7,4,20.14,Monthly,Churned
CUST_0597,34,India,Basic,1109,45,PayPal,11,1,38.24,Monthly,Active
CUST_0598,22,India,Pro,3913,16,Credit Card,7,1,68.83,Monthly,Active
CUST_0599,18,Canada,Basic,775,24,Debit Card,10,2,55.51,Monthly,Churned
CUST_0600,37,Australia,Basic,1363,29,UPI,5,3,41.07,Annual,Churned
CUST_0601,63,UK,Basic,1096,40,Debit Card,11,0,48.4,Annual,Active
CUST_0602,32,Germany,Basic,771,44,PayPal,8,3,26.57,Annual,Churned
CUST_0603,59,Germany,Basic,817,46,Credit Card,9,2,30.1,Monthly,Churned
CUST_0604,54,India,Pro,2107,45,UPI,9,1,81.14,Annual,Churned
CUST_0605,32,Canada,Basic,1384,16,Debit Card,14,2,41.96,Annual,Active
CUST_0606,28,Germany,Basic,1385,15,Credit Card,8,7,25.38,Monthly,Active
CUST_0607,52,UK,Basic,1143,18,Debit Card,6,1,23.26,Annual,Churned
CUST_0608,47,USA,Pro,3877,19,Debit Card,11,2,57.56,Monthly,Active
CUST_0609,61,Australia,Basic,698,44,Credit Card,6,5,23.26,Monthly,Active
CUST_0610,49,UK,Enterprise,5281,28,Debit Card,3,5,97.13,Annual,Active
CUST_0611,48,Germany,Basic,911,20,Debit Card,10,2,41.88,Monthly,Active
CUST_0612,27,USA,Basic,1348,19,Credit Card,4,2,57.86,Annual,Active
CUST_0613,29,India,Basic,1489,4,Credit Card,6,5,47.6,Monthly,Active
CUST_0614,34,UK,Pro,1690,15,PayPal,8,2,51.83,Annual,Churned
CUST_0615,40,UK,Pro,2490,3,PayPal,5,1,73.3,Monthly,Active
CUST_0616,39,Australia,Basic,897,44,Debit Card,10,1,44.34,Monthly,Active
CUST_0617,35,Germany,Basic,1341,33,PayPal,7,0,37.97,Monthly,Churned
CUST_0618,55,UK,Basic,1124,4,Debit Card,8,1,30.71,Monthly,Churned
CUST_0619,53,USA,Basic,758,28,PayPal,9,0,42.4,Annual,Churned
CUST_0620,41,Australia,Pro,3041,29,Credit Card,6,4,61.15,Annual,Active
CUST_0621,53,USA,Enterprise,9835,21,Debit Card,15,0,81.13,Monthly,Churned
CUST_0622,31,Canada,Basic,979,41,PayPal,8,2,25.89,Annual,Active
CUST_0623,32,UK,Enterprise,7010,40,PayPal,7,2,92.85,Monthly,Churned
CUST_0624,33,UK,Pro,1738,31,UPI,10,1,61.39,Monthly,Churned
CUST_0625,53,Canada,Pro,2784,47,Credit Card,7,0,67.08,Annual,Active
CUST_0626,29,Australia,Pro,3538,23,PayPal,5,1,51.54,Monthly,Active
CUST_0627,62,Australia,Pro,2113,47,Debit Card,7,2,59.35,Monthly,Active
CUST_0628,36,Germany,Pro,1752,21,PayPal,6,4,61.11,Monthly,Active
CUST_0629,36,India,Pro,2450,36,Debit Card,7,0,58.78,Monthly,Churned
CUST_0630,52,Canada,Pro,3518,46,PayPal,7,2,76.79,Monthly,Churned
CUST_0631,35,Germany,Basic,819,9,PayPal,6,0,32.26,Monthly,Active
CUST_0632,25,Canada,Enterprise,5965,32,UPI,7,3,72.04,Annual,Churned
CUST_0633,51,UK,Basic,1450,17,Debit Card,6,2,25.93,Annual,Active
CUST_0634,27,India,Basic,1417,11,Credit Card,7,2,48.76,Monthly,Churned
CUST_0635,48,India,Enterprise,5479,42,Debit Card,12,4,87.69,Monthly,Active
CUST_0636,34,UK,Basic,1289,1,UPI,5,1,47.55,Annual,Active
CUST_0637,40,UK,Pro,3678,45,UPI,12,2,59.42,Annual,Active
CUST_0638,52,Australia,Pro,3806,10,Debit Card,8,2,74.64,Annual,Active
CUST_0639,32,Germany,Basic,931,37,Credit Card,8,2,55.6,Monthly,Active
CUST_0640,57,Australia,Pro,3739,14,UPI,9,4,64.83,Annual,Active
CUST_0641,59,Canada,Basic,1376,28,PayPal,9,3,59.52,Monthly,Active
CUST_0642,27,Germany,Basic,1041,33,UPI,8,4,22.13,Annual,Active
CUST_0643,46,India,Pro,3927,7,PayPal,5,0,63.24,Monthly,Active
CUST_0644,57,Germany,Basic,1003,17,UPI,11,3,42.22,Monthly,Active
CUST_0645,23,Australia,Enterprise,7174,39,Debit Card,9,0,75.41,Monthly,Churned
CUST_0646,60,Canada,Basic,1270,15,Credit Card,9,2,43.75,Monthly,Active
CUST_0647,22,Australia,Pro,2153,36,PayPal,10,1,51.56,Monthly,Churned
CUST_0648,44,Germany,Basic,1166,22,PayPal,9,2,45.43,Annual,Churned
CUST_0649,41,USA,Basic,1434,10,PayPal,13,4,42.92,Monthly,Active
CUST_0650,53,Australia,Pro,1613,10,Debit Card,7,5,78.52,Monthly,Churned
